Country,Code,Date,Vax_Rate,Index,Region,Income_group
Denmark,DNK,2022-03,227.19,53,Europe & Central Asia,High income
Philippines,PHL,2022-03,123.69,153,East Asia & Pacific,Lower middle income
Timor,TLS,2022-03,96.52,193,East Asia & Pacific,Lower middle income
El Salvador,SLV,2022-03,159.83,173,Latin America & Caribbean,Lower middle income
Argentina,ARG,2022-03,212.29,6,Latin America & Caribbean,Upper middle income
Uzbekistan,UZB,2022-03,132.85,205,Europe & Central Asia,Lower middle income
United Kingdom,GBR,2022-03,206.82,68,Europe & Central Asia,High income
Comoros,COM,2022-03,71.81,42,Sub-Saharan Africa,Lower middle income
Montenegro,MNE,2022-03,106.43,131,Europe & Central Asia,Upper middle income
Bahrain,BHR,2022-03,195.48,19,Middle East & North Africa,High income
Slovakia,SVK,2022-03,129.42,180,Europe & Central Asia,High income
Nigeria,NGA,2022-03,14.85,142,Sub-Saharan Africa,Lower middle income
Israel,ISR,2022-03,194.62,94,Middle East & North Africa,High income
Bolivia,BOL,2022-03,110.78,25,Latin America & Caribbean,Lower middle income
Morocco,MAR,2022-03,145.14,120,Middle East & North Africa,Lower middle income
Isle of Man,IMN,2022-03,221.9,88,Europe & Central Asia,High income
Tunisia,TUN,2022-03,109.23,196,Middle East & North Africa,Lower middle income
Iraq,IRQ,2022-03,42.59,92,Middle East & North Africa,Upper middle income
Colombia,COL,2022-03,157.71,41,Latin America & Caribbean,Upper middle income
Saint Lucia,LCA,2022-03,63.92,111,Latin America & Caribbean,Upper middle income
Singapore,SGP,2022-04,254.23,170,East Asia & Pacific,High income
Liberia,LBR,2022-04,21.86,109,Sub-Saharan Africa,Low income
Kiribati,KIR,2022-04,112.66,103,East Asia & Pacific,Lower middle income
Seychelles,SYC,2022-04,202.05,185,Sub-Saharan Africa,High income
Comoros,COM,2022-04,71.81,42,Sub-Saharan Africa,Lower middle income
Honduras,HND,2022-04,118.42,83,Latin America & Caribbean,Lower middle income
Colombia,COL,2022-04,159.18,41,Latin America & Caribbean,Upper middle income
Gibraltar,GIB,2022-04,352.44,71,Europe & Central Asia,High income
Lesotho,LSO,2022-04,41.94,114,Sub-Saharan Africa,Lower middle income
Madagascar,MDG,2022-04,7.87,123,Sub-Saharan Africa,Low income
Burkina Faso,BFA,2022-04,15.45,16,Sub-Saharan Africa,Low income
Grenada,GRD,2022-04,77.29,77,Latin America & Caribbean,Upper middle income
Isle of Man,IMN,2022-04,222.03,88,Europe & Central Asia,High income
Luxembourg,LUX,2022-04,201.88,116,Europe & Central Asia,High income
Denmark,DNK,2022-04,227.29,53,Europe & Central Asia,High income
Canada,CAN,2022-04,216.36,32,North America,High income
Iran,IRN,2022-04,173.67,91,Middle East & North Africa,Lower middle income
Cape Verde,CPV,2022-04,129.57,43,Sub-Saharan Africa,Lower middle income
Ecuador,ECU,2022-04,188.54,56,Latin America & Caribbean,Upper middle income
Guinea-Bissau,GNB,2022-04,27.91,74,Sub-Saharan Africa,Low income
Dominica,DMA,2022-04,91.68,52,Latin America & Caribbean,Upper middle income
Syria,SYR,2022-04,18.44,186,Middle East & North Africa,Low income
Tanzania,TZA,2022-04,8.18,200,Sub-Saharan Africa,Lower middle income
Lebanon,LBN,2022-04,78.2,108,Middle East & North Africa,Upper middle income
Guatemala,GTM,2022-04,90.57,79,Latin America & Caribbean,Upper middle income
Turks and Caicos Islands,TCA,2022-04,175.39,187,Latin America & Caribbean,High income
United Arab Emirates,ARE,2022-04,245.46,5,Middle East & North Africa,High income
Haiti,HTI,2022-04,2.21,85,Latin America & Caribbean,Lower middle income
Latvia,LVA,2022-04,154.17,117,Europe & Central Asia,High income
Belize,BLZ,2022-04,115.75,23,Latin America & Caribbean,Lower middle income
Cayman Islands,CYM,2022-04,212.64,47,Latin America & Caribbean,High income
Ireland,IRL,2022-04,216.45,90,Europe & Central Asia,High income
United Kingdom,GBR,2022-04,207.14,68,Europe & Central Asia,High income
Bermuda,BMU,2022-04,206.54,24,North America,High income
Thailand,THA,2022-04,187.06,190,East Asia & Pacific,Upper middle income
Switzerland,CHE,2022-04,179.54,33,Europe & Central Asia,High income
Benin,BEN,2022-04,24.58,15,Sub-Saharan Africa,Lower middle income
Chad,TCD,2022-04,9.7,188,Sub-Saharan Africa,Low income
Sao Tome and Principe,STP,2022-04,91.82,178,Sub-Saharan Africa,Lower middle income
Cuba,CUB,2022-04,313.68,45,Latin America & Caribbean,Upper middle income
Central African Republic,CAF,2022-04,37.02,31,Sub-Saharan Africa,Low income
Kyrgyzstan,KGZ,2022-04,44.43,101,Europe & Central Asia,Lower middle income
Czechia,CZE,2022-04,163.44,49,Europe & Central Asia,High income
Japan,JPN,2022-04,206.06,98,East Asia & Pacific,High income
Belgium,BEL,2022-04,217.24,14,Europe & Central Asia,High income
Tajikistan,TJK,2022-04,116.1,191,Europe & Central Asia,Lower middle income
Laos,LAO,2022-04,139.36,107,East Asia & Pacific,Lower middle income
Indonesia,IDN,2022-04,139.65,87,East Asia & Pacific,Lower middle income
Curacao,CUW,2022-04,150.08,46,Latin America & Caribbean,High income
Bolivia,BOL,2022-04,111.1,25,Latin America & Caribbean,Lower middle income
Vanuatu,VUT,2022-04,63.54,211,East Asia & Pacific,Lower middle income
Saudi Arabia,SAU,2022-04,178.84,167,Middle East & North Africa,High income
United States,USA,2022-04,170.35,204,North America,High income
Liechtenstein,LIE,2022-04,184.12,112,Europe & Central Asia,High income
Greece,GRC,2022-04,198.92,76,Europe & Central Asia,High income
Taiwan,TWN,2022-04,210.31,199,East Asia & Pacific,High income
El Salvador,SLV,2022-04,161.59,173,Latin America & Caribbean,Lower middle income
China,CHN,2022-04,228.17,36,East Asia & Pacific,Upper middle income
Mauritius,MUS,2022-04,201.62,136,Sub-Saharan Africa,Upper middle income
Lithuania,LTU,2022-04,166.22,115,Europe & Central Asia,High income
Moldova,MDA,2022-04,53.02,122,Europe & Central Asia,Upper middle income
Malawi,MWI,2022-04,10.15,137,Sub-Saharan Africa,Low income
Uruguay,URY,2022-04,232.64,203,Latin America & Caribbean,High income
Greenland,GRL,2022-04,140.23,78,Europe & Central Asia,High income
Jamaica,JAM,2022-04,47.1,96,Latin America & Caribbean,Upper middle income
Estonia,EST,2022-04,149.12,60,Europe & Central Asia,High income
Israel,ISR,2022-04,194.85,94,Middle East & North Africa,High income
India,IND,2022-04,133.16,89,South Asia,Lower middle income
Algeria,DZA,2022-04,30.72,55,Middle East & North Africa,Lower middle income
Chile,CHL,2022-04,266.07,35,Latin America & Caribbean,High income
Croatia,HRV,2022-04,128.23,84,Europe & Central Asia,High income
Italy,ITA,2022-04,225.62,95,Europe & Central Asia,High income
Botswana,BWA,2022-04,105.01,30,Sub-Saharan Africa,Upper middle income
Papua New Guinea,PNG,2022-04,6.16,155,East Asia & Pacific,Lower middle income
Qatar,QAT,2022-04,227.76,163,Middle East & North Africa,High income
Uzbekistan,UZB,2022-04,134.98,205,Europe & Central Asia,Lower middle income
Somalia,SOM,2022-04,15.14,175,Sub-Saharan Africa,Low income
Saint Lucia,LCA,2022-04,63.93,111,Latin America & Caribbean,Upper middle income
Tunisia,TUN,2022-04,109.41,196,Middle East & North Africa,Lower middle income
Morocco,MAR,2022-04,145.42,120,Middle East & North Africa,Lower middle income
Slovakia,SVK,2022-04,129.56,180,Europe & Central Asia,High income
South Korea,KOR,2022-04,235.69,105,East Asia & Pacific,High income
Paraguay,PRY,2022-04,117.35,160,Latin America & Caribbean,Upper middle income
Bahrain,BHR,2022-04,195.97,19,Middle East & North Africa,High income
Bhutan,BTN,2022-04,231.34,29,South Asia,Lower middle income
Montenegro,MNE,2022-04,106.67,131,Europe & Central Asia,Upper middle income
Nigeria,NGA,2022-04,14.85,142,Sub-Saharan Africa,Lower middle income
Dominican Republic,DOM,2022-04,141.93,54,Latin America & Caribbean,Upper middle income
Austria,AUT,2022-04,201.04,11,Europe & Central Asia,High income
Iraq,IRQ,2022-04,43.17,92,Middle East & North Africa,Upper middle income
Saint Vincent and the Grenadines,VCT,2022-04,62.76,206,Latin America & Caribbean,Upper middle income
Ethiopia,ETH,2022-04,24.92,61,Sub-Saharan Africa,Low income
Brunei,BRN,2022-04,244.26,28,East Asia & Pacific,High income
Mexico,MEX,2022-04,147.32,125,Latin America & Caribbean,Upper middle income
Niger,NER,2022-04,10.67,141,Sub-Saharan Africa,Low income
Zimbabwe,ZWE,2022-04,66.43,217,Sub-Saharan Africa,Lower middle income
Zambia,ZMB,2022-04,18.54,216,Sub-Saharan Africa,Lower middle income
North Macedonia,MKD,2022-04,88.44,127,Europe & Central Asia,Upper middle income
Azerbaijan,AZE,2022-04,132.45,12,Europe & Central Asia,Upper middle income
Kazakhstan,KAZ,2022-04,110.13,99,Europe & Central Asia,Upper middle income
Congo,COG,2022-04,26.46,40,Sub-Saharan Africa,Lower middle income
Mozambique,MOZ,2022-04,86.57,134,Sub-Saharan Africa,Low income
Mali,MLI,2022-04,8.7,128,Sub-Saharan Africa,Low income
Ghana,GHA,2022-04,44.84,70,Sub-Saharan Africa,Lower middle income
Palestine,PSE,2022-04,70.99,161,Middle East & North Africa,Lower middle income
Australia,AUS,2022-04,220.02,10,East Asia & Pacific,High income
Peru,PER,2022-04,207.41,152,Latin America & Caribbean,Upper middle income
New Caledonia,NCL,2022-04,159.16,140,East Asia & Pacific,High income
Namibia,NAM,2022-04,32.45,139,Sub-Saharan Africa,Upper middle income
Netherlands,NLD,2022-04,199.09,144,Europe & Central Asia,High income
Togo,TGO,2022-04,32.53,189,Sub-Saharan Africa,Low income
South Africa,ZAF,2022-04,56.82,215,Sub-Saharan Africa,Upper middle income
South Sudan,SSD,2022-04,5.05,177,Sub-Saharan Africa,Low income
Panama,PAN,2022-04,181.97,151,Latin America & Caribbean,Upper middle income
Bahamas,BHS,2022-04,84.19,20,Latin America & Caribbean,High income
Philippines,PHL,2022-04,129.04,153,East Asia & Pacific,Lower middle income
Spain,ESP,2022-04,201.37,59,Europe & Central Asia,High income
Timor,TLS,2022-04,102.31,193,East Asia & Pacific,Lower middle income
Argentina,ARG,2022-04,213.48,6,Latin America & Caribbean,Upper middle income
Nicaragua,NIC,2022-04,149.25,143,Latin America & Caribbean,Lower middle income
Hungary,HUN,2022-04,171,86,Europe & Central Asia,High income
Norway,NOR,2022-04,206.41,145,Europe & Central Asia,High income
Iceland,ISL,2022-04,218.29,93,Europe & Central Asia,High income
New Zealand,NZL,2022-04,214.56,148,East Asia & Pacific,High income
Gambia,GMB,2022-04,14.61,73,Sub-Saharan Africa,Low income
Guinea,GIN,2022-04,43.68,72,Sub-Saharan Africa,Low income
Myanmar,MMR,2022-04,92.29,130,East Asia & Pacific,Lower middle income
Tonga,TON,2022-04,156.54,194,East Asia & Pacific,Upper middle income
Romania,ROU,2022-04,87.58,164,Europe & Central Asia,Upper middle income
Afghanistan,AFG,2022-04,14.74,1,South Asia,Low income
Pakistan,PAK,2022-04,97.41,150,South Asia,Lower middle income
Armenia,ARM,2022-04,72.17,7,Europe & Central Asia,Upper middle income
Oman,OMN,2022-04,133.76,149,Middle East & North Africa,High income
British Virgin Islands,VGB,2022-04,133.24,208,Latin America & Caribbean,High income
Slovenia,SVN,2022-04,143.49,181,Europe & Central Asia,High income
Solomon Islands,SLB,2022-04,50.98,171,East Asia & Pacific,Lower middle income
France,FRA,2022-04,210.73,64,Europe & Central Asia,High income
Sierra Leone,SLE,2022-04,35.24,172,Sub-Saharan Africa,Low income
Turkey,TUR,2022-04,173.1,197,Europe & Central Asia,Upper middle income
Albania,ALB,2022-04,96.79,3,Europe & Central Asia,Upper middle income
Gabon,GAB,2022-04,28.55,67,Sub-Saharan Africa,Upper middle income
Mauritania,MRT,2022-04,55.78,135,Sub-Saharan Africa,Lower middle income
Egypt,EGY,2022-04,74.79,57,Middle East & North Africa,Lower middle income
Cambodia,KHM,2022-04,218.66,102,East Asia & Pacific,Lower middle income
Finland,FIN,2022-04,210.85,62,Europe & Central Asia,High income
Sweden,SWE,2022-04,209.12,182,Europe & Central Asia,High income
Kuwait,KWT,2022-04,182.03,106,Middle East & North Africa,High income
Samoa,WSM,2022-04,169.48,212,East Asia & Pacific,Lower middle income
Trinidad and Tobago,TTO,2022-04,110.28,195,Latin America & Caribbean,High income
Sri Lanka,LKA,2022-04,182.97,113,South Asia,Lower middle income
Antigua and Barbuda,ATG,2022-04,127,9,Latin America & Caribbean,High income
Brazil,BRA,2022-04,196.66,26,Latin America & Caribbean,Upper middle income
French Polynesia,PYF,2022-04,159.77,162,East Asia & Pacific,High income
Venezuela,VEN,2022-04,131.9,207,Latin America & Caribbean,
Malaysia,MYS,2022-04,211.08,138,East Asia & Pacific,Upper middle income
Sudan,SDN,2022-04,13.65,168,Sub-Saharan Africa,Low income
Hong Kong,HKG,2022-04,201.88,82,East Asia & Pacific,High income
Jordan,JOR,2022-04,95.75,97,Middle East & North Africa,Upper middle income
Rwanda,RWA,2022-04,149.62,166,Sub-Saharan Africa,Low income
Guyana,GUY,2022-04,112.89,81,Latin America & Caribbean,Upper middle income
Uganda,UGA,2022-04,36.5,201,Sub-Saharan Africa,Low income
Bangladesh,BGD,2022-04,152.34,17,South Asia,Lower middle income
Angola,AGO,2022-04,51.68,2,Sub-Saharan Africa,Lower middle income
Fiji,FJI,2022-04,158.19,63,East Asia & Pacific,Upper middle income
Poland,POL,2022-04,142.99,156,Europe & Central Asia,High income
San Marino,SMR,2022-04,203.12,174,Europe & Central Asia,High income
Malta,MLT,2022-04,243.98,129,Middle East & North Africa,High income
Maldives,MDV,2022-04,172.76,124,South Asia,Upper middle income
Djibouti,DJI,2022-04,16.99,51,Middle East & North Africa,Lower middle income
Russia,RUS,2022-04,112.85,165,Europe & Central Asia,Upper middle income
Eswatini,SWZ,2022-04,43.21,183,Sub-Saharan Africa,Lower middle income
Costa Rica,CRI,2022-04,200.69,44,Latin America & Caribbean,Upper middle income
Nepal,NPL,2022-04,136.25,146,South Asia,Lower middle income
Mongolia,MNG,2022-04,164.65,132,East Asia & Pacific,Lower middle income
Suriname,SUR,2022-04,85.32,179,Latin America & Caribbean,Upper middle income
Nauru,NRU,2022-04,154.73,147,East Asia & Pacific,High income
Cote d'Ivoire,CIV,2022-04,38.31,37,Sub-Saharan Africa,Lower middle income
Yemen,YEM,2022-04,2.65,214,Middle East & North Africa,Low income
Cameroon,CMR,2022-04,5.73,38,Sub-Saharan Africa,Lower middle income
Democratic Republic of Congo,COD,2022-04,1.04,39,Sub-Saharan Africa,Low income
Barbados,BRB,2022-04,108.66,27,Latin America & Caribbean,High income
Macao,MAC,2022-04,193.63,118,East Asia & Pacific,High income
Vietnam,VNM,2022-04,206.93,210,East Asia & Pacific,Lower middle income
Portugal,PRT,2022-04,225.45,159,Europe & Central Asia,High income
Andorra,AND,2022-04,196.74,4,Europe & Central Asia,High income
Bulgaria,BGR,2022-04,63.25,18,Europe & Central Asia,Upper middle income
Belarus,BLR,2022-04,124.73,22,Europe & Central Asia,Upper middle income
Sint Maarten (Dutch part),SXM,2022-04,142.89,184,Latin America & Caribbean,High income
Kenya,KEN,2022-04,31.72,100,Sub-Saharan Africa,Lower middle income
Senegal,SEN,2022-04,14.52,169,Sub-Saharan Africa,Lower middle income
Germany,DEU,2022-04,205.47,50,Europe & Central Asia,High income
Equatorial Guinea,GNQ,2022-04,32.24,75,Sub-Saharan Africa,Upper middle income
Libya,LBY,2022-04,49.5,110,Middle East & North Africa,Upper middle income
Georgia,GEO,2022-04,72.01,69,Europe & Central Asia,Upper middle income
Serbia,SRB,2022-04,123.61,176,Europe & Central Asia,Upper middle income
Burundi,BDI,2022-04,0.17,13,Sub-Saharan Africa,Low income
